HDP1,HDP1-No
0.112,0.112
0.108247423,0.092783505
0.047619048,0.095238095
0.093457944,0.046728972
0.222222222,0.111111111
0.059405941,0.059405941
0.039370079,0.05511811
0.053571429,0.053571429
0.144,0.08
0.128865979,0.12371134
0.090909091,0.462809917
0.238095238,0.142857143
0.056074766,0.429906542
0.277777778,0.055555556
0.138613861,0.485148515
0.170940171,0.042735043
0.244837758,0.203539823
0.061046512,0.075581395
0.024691358,0.049382716
0.09227683,0.060180542
0.055144376,0.062962577
0.118668596,0.104196816
0.13646653,0.67640401
0.100966702,0.100966702
0.151515152,0.121212121
0.044795784,0.119894598
0.10851735,0.155835962
0.042666667,0.168888889
0.143674053,0.047891351
0.010764073,0.010764073
0.058784235,0.068136273
0.253164557,0.202531646
0.306818182,0.164772727
0.089285714,0.053571429
0.111111111,0.488888889
0.214452214,0.214452214
0.37755102,0.423469388
0.149377593,0.153526971
0.063636364,0.059090909
0.090225564,0.097744361
0.184,0.136
0.190082645,0.082644628
0.317460317,0.031746032
0.102803738,0.065420561
0.166666667,0.138888889
0.079207921,0.079207921
0.02991453,0.034188034
0.138643068,0.067846608
0.067861983,0.039924945
0.08,0.06
0.068341059,0.028565269
0.208333333,0.106060606
0.004117405,0.010175872
0.105485232,0.320675105
0.176136364,0.221590909
0.160714286,0.214285714
0.088888889,0.088888889
0.138694639,0.085081585
0.18877551,0.025510204
0.149377593,0.034578147
0.027272727,0.022727273
0.070175439,0.042606516
0.136,0.08
0.173553719,0.082644628
0.031746032,0.063492063
0.102803738,0.14953271
0.138888889,0.055555556
0.108910891,0.118811881
0.047008547,0.042735043
0.138643068,0.138643068
0.092592593,0.027777778
0.08,0.055
0.112879884,0.138929088
0.062992126,0.291338583
0.177228786,0.106874329
0.170454545,0.147727273
0.09486166,0.09486166
0.193052772,0.191716767
0.105485232,0.080168776
0.164772727,0.142045455
0.142857143,0.214285714
0.222222222,0.444444444
0.214452214,0.214452214
0.285714286,0.56122449
0.149377593,0.149377593
0.156818182,0.027272727
0.112,0.08
0.12371134,0.046391753
0.05785124,0.20661157
0.047619048,0.079365079
0.056074766,0.08411215
0.055555556,0.5
0.089108911,0.059405941
0.02991453,0.05982906
0.04719764,0.03539823
0.040697674,0.130813953
0.061728395,0.027777778
0.019389138,0.032732201
0.088277858,0.020260492
0.062298604,0.017185822
0.083333333,0.147727273
0.036890646,0.068511199
0.062460568,0.094637224
0.023111111,0.070222222
0.066476054,0.081486776
0.084168337,0.13493654
0.037974684,0.046413502
0.0625,0.085227273
0.053571429,0.446428571
0.066666667,0.088888889
0.010204082,0.005102041
0.047619048,0.157894737
0.12,0.104
0.173553719,0.05785124
0.031746032,0.063492063
0.102803738,0.037383178
0.138888889,0.055555556
0.148514851,0.089108911
0.055555556,0.034188034
0.109144543,0.04719764
0.08,0.05
0.132262585,0.079012612
0.062992126,0.05511811
0.140151515,0.106060606
0.02517499,0.001882242
0.101265823,0.063291139
0.198863636,0.119318182
0.125,0.053571429
0.244444444,0.133333333
0.191142191,0.036130536
0.020408163,0.015306122
0.149377593,0.069156293
0.109090909,0.034090909
0.047619048,0.040100251
0.056,0.104
0.144329897,0.25257732
0.066115702,0.05785124
0.047619048,0.111111111
0.037383178,0.056074766
0.055555556,0.416666667
0.089108911,0.217821782
0.02991453,0.034188034
0.04719764,0.056047198
0.061728395,0.037037037
0.020060181,0.023069208
0.05,0.06
0.078740157,0.37007874
0.062298604,0.023093448
0.057413249,0.057413249
0.04008016,0.046092184
0.090909091,0.056818182
0.053571429,0.053571429
0.088888889,0.2
0.030612245,0.316326531
0.041493776,0.042876902
0.047619048,0.045112782
0.048,0.12
0.066115702,0.115702479
0.031746032,0.031746032
0.186915888,0.23364486
0.416666667,0.444444444
0.04950495,0.059405941
0.024691358,0.024691358
0.05,0.075
0.05511811,0.141732283
0.053571429,0.053571429
0.010204082,0.12755102
0.096,0.12
0.074380165,0.066115702
0.031746032,0.063492063
0.111111111,0.083333333
0.079207921,0.079207921
0.02991453,0.038461538
0.027777778,0.049382716
0.055,0.05
0.102362205,0.11023622
0.075949367,0.109704641
0.160714286,0.053571429
0.066666667,0.088888889
0.048,0.096
0.066115702,0.239669421
0.047619048,0.111111111
0.046728972,0.056074766
0.055555556,0.138888889
0.04950495,0.227722772
0.019057172,0.018054162
0.14,0.05
0.039370079,0.039370079
0.089285714,0.053571429
0.088888889,0.111111111
0.05011655,0.05011655
0.144,0.208
0.090909091,0.247933884
0.031746032,0.206349206
0.138888889,0.055555556
0.108910891,0.198019802
0.027777778,0.033950617
0.067201605,0.084252758
0.040133431,0.075680183
0.32,0.135
0.062992126,0.070866142
0.229792919,0.247828991
0.346590909,0.329545455
0.214285714,0.25
0.244444444,0.088888889
0.176,0.152
0.173553719,0.082644628
0.317460317,0.063492063
0.196261682,0.065420561
0.25,0.138888889
0.168316832,0.079207921
0.123931624,0.051282051
0.138643068,0.12979351
0.055555556,0.033950617
0.188565697,0.161484453
0.08,0.08
0.234442836,0.149059334
0.13641246,0.1433942
0.208333333,0.102272727
0.187040748,0.094856379
0.253164557,0.075949367
0.153409091,0.272727273
0.107142857,0.321428571
0.288888889,0.066666667
0.214452214,0.1002331
0.102040816,0.020408163
0.149377593,0.149377593
0.109090909,0.027272727
0.176,0.104
0.173553719,0.082644628
0.317460317,0.047619048
0.102803738,0.074766355
0.25,0.055555556
0.148514851,0.128712871
0.123931624,0.277777778
0.138643068,0.171091445
0.08,0.07
0.122561173,0.368006899
0.208333333,0.087121212
0.073701547,0.022469267
0.253164557,0.126582278
0.176136364,0.102272727
0.160714286,0.160714286
0.244444444,0.2
0.191142191,0.222610723
0.102040816,0.025510204
0.109090909,0.025
0.066115702,0.082644628
0.079365079,0.142857143
0.056074766,0.056074766
0.083333333,0.055555556
0.04950495,0.04950495
0.039370079,0.039370079
0.125,0.071428571
0.031746032,0.031746032
0.083333333,0.055555556
0.04950495,0.059405941
0.02106319,0.09227683
0.040133431,0.044198895
0.075,0.08
0.016600194,0.017678129
0.062992126,0.070866142
0.137777778,0.052444444
0.089349535,0.072194425
0.214428858,0.1750167
0.462809917,0.132231405
0.031746032,0.301587302
0.046728972,0.140186916
0.055555556,0.388888889
0.475247525,0.386138614
0.021367521,0.102564103
0.032448378,0.100294985
0.040697674,0.093023256
0.077160494,0.092592593
0.035105316,0.282848546
0.02064005,0.021265506
0.05,0.07
0.013024602,0.111432706
0.039370079,0.346456693
0.01396348,0.196562836
0.061198738,0.070031546
0.026666667,0.035555556
0.04431737,0.081486776
0.075484302,0.116900468
0.042194093,0.042194093
0.111111111,0.222222222
0.010204082,0.030612245
0.034090909,0.034090909
0.067010309,0.103092784
0.05785124,0.123966942
0.031746032,0.111111111
0.046728972,0.102803738
0.055555556,0.055555556
0.059405941,0.207920792
0.046511628,0.075581395
0.018518519,0.089506173
0.013039117,0.064192578
0.02220369,0.091837798
0.06,0.12
0.017366136,0.272069465
0.014013151,0.163307104
0.05511811,0.125984252
0.015037594,0.154672395
0.09469697,0.087121212
0.055335968,0.059288538
0.063722397,0.07192429
0.050666667,0.047111111
0.04431737,0.250893495
0.003999765,0.856537851
0.039412158,0.102872411
0.053571429,0.107142857
