HDP1,HDP1-No
0.451500066,0.406669207
0.275386102,0.335526961
0.637962536,0.611539361
0.763597893,0.594859838
0.485548578,0.453682115
0.56915947,0.653260661
0.434998549,0.388443341
0.511135625,0.597618427
0.559962671,0.48317034
0.595886033,0.510217104
0.564225025,0.64390031
0.884287747,0.756497417
0.446756456,0.675925994
0.653193644,0.495592374
0.770844014,0.464715362
0.657154615,0.463391909
0.595567627,0.689721656
0.588517914,0.750773182
0.562505387,0.518995885
0.502764904,0.639756067
0.569412885,0.551887913
0.516386408,0.830289197
0.609302988,0.448629475
0.834876892,0.559250758
0.50266513,0.625338922
0.528190256,0.482388584
0.52945728,0.398848
0.655387608,0.43117195
0.649700136,0.457109044
0.779088319,0.547775586
0.602338667,0.658771209
0.529637101,0.609336851
0.428447789,0.681695527
0.43167244,0.522421687
0.469773101,0.398745345
0.512285098,0.409365715
0.436717366,0.676045443
0.660666342,0.44830468
0.495732064,0.495261871
0.576981613,0.492558308
0.426740433,0.352678044
0.676359884,0.511439628
0.535585175,0.310163636
0.310137704,0.563114933
0.333840995,0.312716297
0.710017772,0.614505283
0.657372343,0.428227044
0.611872675,0.416831827
0.460876895,0.382539531
0.361398727,0.231203536
0.446318055,0.336547947
0.525236723,0.427956834
0.832510802,0.436622042
0.426073304,0.480639107
0.576981613,0.393260416
0.839964962,0.584453978
0.584760306,0.48327298
0.469385774,0.399129663
0.382642075,0.322907553
0.323576293,0.251927761
0.517844225,0.375614703
0.362877323,0.197891092
0.736867915,0.479058598
0.591073588,0.422639528
0.489383082,0.583278545
0.439968097,0.47802968
0.539786234,0.475296096
0.429233471,0.457458738
0.355818654,0.282695971
0.484809805,0.593749
0.700115901,0.542838945
0.393767702,0.538498533
0.57042304,0.471488
0.582682998,0.529346782
0.600177677,0.598059424
0.640401053,0.597742713
0.689899454,0.531493208
0.379355319,0.335377665
0.688543072,0.665475657
0.512408621,0.423478199
0.637057609,0.42699478
0.787706379,0.556419358
0.410555895,0.364447398
0.691915587,0.619326957
0.251146392,0.800095558
0.479438785,0.414862536
0.595382448,0.334868424
0.586172204,0.374062701
0.283575696,0.288070514
0.461810019,0.493542828
0.609246237,0.491660748
0.421312184,0.305386154
0.554386817,0.402559961
0.577958354,0.358320495
0.323576293,0.267006952
0.212668532,0.168386264
0.55439296,0.449024
0.723500961,0.540201729
0.578593396,0.475135394
0.734008328,0.570129301
0.62652463,0.596316527
0.400855744,0.411065793
0.72250456,0.606687543
0.310895174,0.369928556
0.45123388,0.524546398
0.048634186,0.105019764
0.554386817,0.43004724
0.542831923,0.436334076
0.406664127,0.241917795
0.729225505,0.564073007
0.573026623,0.548682901
