HDP1,HDP1-No
0.264489796,0.159183673
0.266666666,0.222222222
0.373770492,0.31147541
0.258373206,0.215311005
0.153191489,0.120567376
0.044444444,0.037037037
0.163636363,0.181818182
0.4,0
0.374025974,0.311688312
0.253061225,0.544217687
0.283636363,0.236363636
0.169014084,0.042253521
0.24,0.1
0.171428572,0.081632653
0.266666666,0.222222222
0.3,0.375
0.3,0.3
0.3,0
0.24,0.133333333
0.133333333,0.111111111
0.184615385,0.153846154
0.114285714,0.261904762
0.139534884,0.069767442
0.072313814,0.090392268
0.28125,0.03125
0.24489796,0.065306122
0.533333333,0.259259259
0.236065573,0.262295082
0.6,0.5
0.042857143,0.05
0.202247191,0.02247191
0.166507177,0.148325359
0.068085107,0.078014184
0.044444444,0.074074074
0.163636363,0.363636364
0.133333333,0.333333333
0,0
0.091525423,0.169491525
0.24,0.2
0.266666666,0.333333333
0.3,0.25
0.18,0.15
0.3,0.25
0.4,0.066666667
0.088888889,0.074074074
0.36923077,0.153846154
0.4,0.138888889
0.635294118,0.441176471
0.163636363,0.136363636
0.311111111,0.333333333
0.221868787,0.045725646
0.153191489,0.070921986
0.222222222,0.074074074
0.218181818,0.136363636
0.4,0.111111111
0.327272728,0.220779221
0.008163265,0.006802721
0.283636363,0.127272727
0.371830986,0.056338028
0.091525423,0.050847458
0.24,0.2
0.195918367,0.234693878
0.266666666,0.333333333
0.3,0.25
0.18,0.15
0.3,0.25
0.24,0.2
0.133333333,0.111111111
0.184615385,0.153846154
0.139534884,0.093023256
0.104854369,0.097087379
0.133333333,0.111111111
0.081818182,0.363636364
0.24489796,0.065306122
0.6,0.5
0.12631579,0.09569378
0.266666666,0.037037037
0.163636363,0.136363636
0.266666666,0.333333333
0.024489796,0.326530612
0.152727272,0.118181818
0.091525423,0.084745763
0.24,0.3
0.266666666,0
0.3,0.25
0.18,0.2
0.3,0
0.16,0.066666667
0.065116279,0.054263566
0.166666667,0.194444444
0.190909091,0.090909091
0.163636363,0.136363636
0,0.081632653
0.36,0.25
0.4,0.111111111
0.3,0.375
0.3,0.25
0.32,0.333333333
0.088888889,0.037037037
0.074418605,0.085271318
0.166666667,0.111111111
0.136363637,0.113636364
0.136170212,0.134751773
0.218181818,0.136363636
0,0.222222222
0.24,0.15
0.266666666,0.333333333
0.15,0.25
0.18,0.2
0.3,0.25
0.24,0
0.110679612,0.087378641
0.233333333,0.138888889
0.109090909,0.090909091
0.109090909,0.136363636
0.266666666,0.111111111
0.218181818,0.181818182
0.24,0.25
0.133333333,0.111111111
0.3,0.125
0.15,0.25
0.32,0
0.074418605,0.07751938
0.122330098,0.09223301
0.128936896,0.15406481
0.466666667,0.138888889
0.163636363,0.136363636
0.223923445,0.186602871
0.755555556,0.62962963
0.272727272,0.272727273
0.533333333,0.111111111
0.24,0.2
0.266666666,0.333333333
0.15,0.25
0.24,0.1
0.15,0.25
0.4,0.333333333
0.222222222,0.037037037
0.36923077,0.076923077
0.111627907,0.085271318
0.273786408,0.233009709
0.4,0.333333333
0.45,0.40625
0.161632654,0.187755102
0.311111111,0.259259259
0.28708134,0.229665072
0.29787234,0.113475177
0.044444444,0.407407407
0.163636363,0.272727273
0.133333333,0.111111111
0.374025974,0.207792208
0.114285714,0.013605442
0.283636363,0.236363636
0.371830986,0.042253521
0.24,0.2
0.266666666,0.111111111
0.15,0.25
0.3,0.25
0.15,0.25
0.4,0.133333333
0.222222222,0.148148148
0.36923077,0.461538462
0.4,0.277777778
0.511764706,0.25
0.311111111,0.222222222
0.245725646,0.252485089
0.29787234,0.085106383
0.044444444,0.185185185
0.218181818,0.181818182
0.4,0
0.327272728,0.311688312
0.114285714,0.013605442
0.371830986,0.042253521
0.133333333,0.111111111
0.3,0.25
0.24,0.25
0.3,0.25
0.24,0.2
0.109090909,0.090909091
0.272727272,0.136363636
0.3,0.25
0.3,0.125
0.24,0.2
0.093203884,0.189320388
0.128936896,0.105173394
0.1,0.055555556
0.158823529,0.073529412
0.163636363,0.136363636
0.428571428,0.114285714
0.471910112,0.303370787
0.200956938,0.138755981
0.133333333,0.111111111
0.3,0.125
0.18,0.2
0.3,0.125
0.56,0.266666667
0.133333333,0.111111111
0.092307692,0.076923077
0.114285714,0.142857143
0.158139535,0.147286822
0.110679612,0.22815534
0.075042638,0.057418988
0.133333333,0.111111111
0.0375,0.28125
0.136363637,0.25
0.078367346,0.163265306
0.6,0.375
0.034285715,0.028571429
0.074157304,0.095505618
0.223923445,0.19138756
0.068085107,0.04964539
0.133333333,0.333333333
0,0.027210884
0.033802817,0.028169014
0.122448979,0.12244898
0.266666666,0.222222222
0.3,0.125
0.18,0.15
0.3,0.25
0.16,0.066666667
0.085714285,0.166666667
0.055813954,0.131782946
0.052427184,0.160194175
0.077089255,0.155770324
0.133333333,0.166666667
0.075,0.3125
0.105882353,0.058823529
0.136363637,0.136363636
0.078367346,0.293877551
0.311111111,0.222222222
0.098360656,0.180327869
0.45,0.5
0.042857143,0.042857143
0.074157304,0.191011236
0.097813121,0.186878728
0.109090909,0.129186603
0.163636363,0.090909091
0.081355932,0.127118644
0.06122449,0.051020408
0.266666666,0.222222222
0.6,0.375
0.18,0.15
0.3,0.25
0.16,0.266666667
0.074418605,0.054263566
0.157281553,0.111650485
0.075,0.03125
0.109090909,0.136363636
0.083265306,0.073469388
0.098360656,0.295081967
0.163636363,0.136363636
0.071186441,0.076271186
0.8,0.444444444
0.15,0.125
0,0.125
0.32,0.066666667
0.437209302,0.325581395
0.349514563,0.257281553
0.225,0.1875
0.335294118,0.191176471
0.163636363,0.113636364
0.288979592,0.159183673
0.216393443,0.262295082
0.075,0.125
0.10974155,0.157057654
0.315789474,0.124401914
0.381818182,0.272727273
0.46779661,0.474576271
0.085714285,0.091836735
0.266666666,0.222222222
0.15,0.125
0.18,0.2
0.3,0.25
0.16,0.133333333
0.065116279,0.054263566
0.166666667,0.222222222
0.136363637,0.113636364
0.163636363,0.136363636
0.101694916,0.084745763
0.266666666,0.111111111
0.3,0.25
0.3,0.25
0.3,0.25
0.32,0.266666667
0.111627907,0.11627907
0.267961165,0.116504854
0.189653212,0.106310404
0.4,0.166666667
0.20625,0.25
0.176470589,0.205882353
0.163636363,0.090909091
0.230204082,0.212244898
0.266666666,0.259259259
0.15,0.375
0.214711729,0.061630219
0.264114833,0.181818182
0.218181818,0.454545455
0.18,0.1
0.266666666,0.111111111
0.3,0.375
0.24,0.2
0.3,0.25
0.08,0.2
0.088888889,0.074074074
0.553846154,0.307692308
0.065116279,0.054263566
0.110679612,0.09223301
0.077771461,0.076179648
0.0375,0.03125
0.136363637,0.090909091
0.107865168,0.134831461
0.132057416,0.114832536
0.266666666,0.111111111
0.202597403,0.155844156
0.081632653,0
0.141818182,0.154545455
0.10140845,0.042253521
